"id","registro","solicitante","oficio_solicitud","fecha_solicitud","objetivo_avaluo","proposito_avaluo","inmueble_valua","ubicacion","colonia_poblacion","municipio","propietario","x_utm","y_utm","zona_utm","cuenta_predial","cuc","clasificacion_zona","agua","drenaje","energia_electrica","telefonia","tipo_pavimento","alumbrado_publico","banqueta","indice_saturacion","topografia","col1","med1","col2","med2","col3","med3","col4","med4","col5","med5","col6","med6","sp1_superficie","sp1_vu","sp1_factor","sp1_valor_parcial","sp2_superficie","sp2_vu","sp2_factor","sp2_valor_parcial","sp3_superficie","sp3_vu","sp3_factor","sp3_valor_parcial","sp4_superficie","sp4_vu","sp4_factor","sp4_valor_parcial","incr_esq_superficie","incr_esq_vu","incr_esq_factor","incr_esq_valor_parcial","sup_total_terreno","valor_total_terreno","uso_dominante","tipo_constr_dominante","muros","estructura","entrepisos","techos","pisos","puertas","ventanas","carpinteria","inst_electrica","inst_sanitaria","inst_especial","acabado_exterior","acabado_interior","muebles_sanitarios","cna_tipo","cna_vida_util","cna_estado","cna_edad","cna_superficie","cna_vu","cna_factor","cna_valor_parcial","cnb_tipo","cnb_vida_util","cnb_estado","cnb_edad","cnb_superficie","cnb_vu","cnb_factor","cnb_valor_parcial","cnc_tipo","cnc_vida_util","cnc_estado","cnc_edad","cnc_superficie","cnc_vu","cnc_factor","cnc_valor_parcial","cnd_tipo","cnd_vida_util","cnd_estado","cnd_edad","cnd_superficie","cnd_vu","cnd_factor","cnd_valor_parcial","sup_total_construccion","valor_total_construccion","vt_comercial_fisico","capitalizacion_valor_fisico","comparativo_mercado","renta_comparativo","indicador_capitalizacion","indicador_comparativo","renta_minima","renta_maxima","renta_m2_minima","renta_m2_maxima","domicilio_geografico","observaciones","usuario","fecha_emision","myc_segun","calle","numero","lat","long","croquis","foto","geom","google","firmante","puesto","estatus","url_docs_entrada","id_entrada","expediente","asignado_por","cnb_muros","cnb_estructura","cnb_entrepisos","cnb_techos","cnb_pisos","cnb_puertas","cnb_ventanas","cnb_carpinteria","cnb_inst_electrica","cnb_inst_sanitaria","cnb_inst_especial","cnb_acabado_exterior","cnb_acabado_interior","cnb_muebles_sanitarios","cnc_muros","cnc_estructura","cnc_entrepisos","cnc_techos","cnc_pisos","cnc_puertas","cnc_ventanas","cnc_carpinteria","cnc_inst_electrica","cnc_inst_sanitaria","cnc_inst_especial","cnc_acabado_exterior","cnc_acabado_interior","cnc_muebles_sanitarios","cnd_muros","cnd_estructura","cnd_entrepisos","cnd_techos","cnd_pisos","cnd_puertas","cnd_ventanas","cnd_carpinteria","cnd_inst_electrica","cnd_inst_sanitaria","cnd_inst_especial","cnd_acabado_exterior","cnd_acabado_interior","cnd_muebles_sanitarios","gid_domicilio","valor_total_obras_comp","obras_comp_descripcion","oficio_respuesta","tasa_capitalizacion","pct_indicador_capitalizacion","pct_indicador_comparativo","planta_arquitectonica","medidas_reverso"
134,"0101-134_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 165,"BLVD. ALONSO DE TORRES # 2001, ESQ. VASCO DE QUIROGA",LEÓN I,Leon,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,225330.0,2340328.0,14,,"210836956510138409396",ECONÓMICA-POPULAR,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORTE,"0.24 m CON PROPIEDAD PRIVADA.",SUR,"7.24 m CON CRUZ ROJA LEÓN.",ORIENTE,"18.06 m CON ESTACIONAMIENTO CRUZ ROJA LEÓN.",PONIENTE,"5 TRAMOS EN LÍNEA QUEBRADA DE 5.90 m, 1.64 m, 1.79 m, 1.64 m Y 9.55 m CON CRUZ ROJA LEÓN.",,,,,72.0,3500.0,1.0,252000.0,,,,,,,,,,,,,,,,,72.0,252000.0,HABITACIONAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,NO TIENE,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,ALUMINIO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMME|7510|60,60,0.99,10,72.0,7510.0,0.909,491514.48,,,,,,,,,,,,,,,,,,,,,,,,,72.0,491514.48,743514.48,5886.16,140.0,10080.0,1770.0,7060.0,7064.0,8830.0,98.11,122.64,"BOULEVARD, JUAN ALONSO DE TORRES PTE., 2001, COLONIA, LEÓN I, 37235, LEON, GUANAJUATO,entre calles, BOULEVARD, VASCO DE QUIROGA, CALLE, ARTURO VILLEGAS TORRES, REF. SE UBICA A 60.00 M AL NORTE, DEL CENTRO DEPORTIVO MULTIDISCIPLINARIO,  21.143599,-101.644705","LA EDAD DE LAS CONSTRUCCIONES SE CALCULA EN BASE A LA ULTIMA REMODELACIÓN ESTIMADA
",dzamarripag,2019-03-25,PLANO PROPORCIONADO POR EL SOLICITANTE,BLVD. ALONSO DE TORRES,"2001, ESQ. VASCO DE QUIROGA",21.143599052354,-101.644705453176,DF165.png,F165.jpg,POINT (225330 2340328),"https://google.com/maps/place/21.143599052354,-101.644705453176",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"0101-119_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 144,BLVD. LOS REYES # 569-A,LOS REYES,Irapuato,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,254690.0,2286571.0,14,,"203944848510121165972",ECONÓMICA-POPULAR,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORTE,"8.08 m CON BOULEVARD LOS REYES",SUR,"8.08 m CON PROPIEDAD PRIVADA",ORIENTE,"13.85 m CON LOCAL COMERCIAL",PONIENTE,"13.85 m CON LOCAL COMERCIAL",,,,,112.0,3000.0,1.0,336000.0,,,,,,,,,,,,,,,,,112.0,336000.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,NO TIENE,LÁMINA INDUSTRIAL,CERÁMICOS ECONÓMICOS,CORTINA DE ACERO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMEC|6000|50,50,0.975,10,112.0,6000.0,0.873,586656.0,,,,,,,,,,,,,,,,,,,,,,,,,112.0,586656.0,922656.0,7304.36,160.0,17920.0,2200.0,12550.0,11800.0,14750.0,105.36,131.7,"BOULEVARD, LOS REYES, 569-A, COLONIA, LOS REYES, 36570, IRAPUATO, GUANAJUATO, entre calles, CALLE, MANUEL M. PONCE, CALLE, INSURGENTES SUR, REF. SE UBICA A 10.00 M AL ORIENTE DIRECCIONES HIDRÁULICAS HERMANOS TREJO,  20.662458,-101.354610",,srangelv,2019-04-08,PLANO PROPORCIONADO POR EL SOLICITANTE,BLVD. LOS REYES,"569-A",20.6624579271809,-101.354610344354,DF144.png,F144.jpg,POINT (254690 2286571),"https://google.com/maps/place/20.6624579271809,-101.354610344354",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"0101-152_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 187,CALZADA HIDALGO #95 A,ZONA CENTRO,Silao,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,246856.0,2318151.0,14,,"205647433610126035832",COMERCIAL DE 3RA,1,1,1,1,CONCRETO,1,1,"1",PLANA,NOROESTE,"25.41 m CON PROPIEDAD PRIVADA",SURESTE,"25.41 m CON PROPIEDAD PRIVADA",NORESTE,"5.16 m CON PROPIEDAD PRIVADA",SUROESTE,"5.16 CON CALLE HIDALGO",,,,,130.0,3400.0,1.0,442000.0,,,,,,,,,,,,,,,,,130.0,442000.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,NO TIENE,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,CORTINA DE ACERO,NO TIENE,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMEC|6000|50,50,0.975,12,130.0,6000.0,0.843,657540.0,,,,,,,,,,,,,,,,,,,,,,,,,130.0,657540.0,1099540.0,8704.69,243.0,31590.0,2620.0,22120.0,19792.0,24740.0,152.25,190.31,"CALZADA,  HIDALGO, 95-A, COLONIA, ZONA CENTRO, 36100, SILAO, GUANAJUATO, entre calles, CALLE, PALMA, CALLE, LAS FLORES, REF. SE UBICA AL PONIENTE AGENCIA DE MOTOS HONDA,  20.946509,-101.434329",,srangelv,2019-03-26,PLANO PROPORCIONADO POR EL SOLICITANTE,CALZADA HIDALGO,"95 A",20.9465093349208,-101.434328668768,DF187.png,F187.jpg,POINT (246856 2318151),"https://google.com/maps/place/20.9465093349208,-101.434328668768",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0101-20_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 029,FRANCISCO I. MADERO # 113,CENTRO,San Francisco del Rincon,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,202919.0,2326944.0,14,,"210109519810151287496",CENTRO MEDIO,1,1,1,1,CONCRETO,1,1,"0.9",PLANA,NOROESTE,"8.95 m CON PROPIEDAD PRIVADA ",SURESTE,"8.95 m CON CALLE FRANCISCO I. MADERO ",NORESTE,"44.20 m CON PROPIEDAD PRIVADA ",SUROESTE,"44.20 m CON PROPIEDAD PRIVADA ",,,,,396.0,4500.0,0.4,712800.0,,,,,,,,,,,,,,,,,396.0,712800.0,COMERCIAL,MODERNO MEDIO,TABIQUE,CONCRETO ARMADO,CONCRETO,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,ALUMINIO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMME|7510|60,60,0.99,8,625.0,7510.0,0.931,4369881.25,,,,,,,,,,,,,,,,,,,,,,,,,625.0,4369881.25,5082681.25,40237.89,90.0,56250.0,12080.0,39380.0,41168.0,51460.0,65.87,82.34,"CALLE, FRANCISCO I. MADERO, 113, COLONIA, CENTRO, 36300, San Francisco del Rincon, Guanajuato, entre calles, CALLE, FEDERICO MEDRANO , CALLE, BENITO JUAREZ , REF. FRENTE A JARDIN PRINCIPAL, 21.019311063972623, -101.85798601578033",La superficie de construcción incluye área total de planta baja y una parte de planta alta. ,dzamarripag,2019-03-13,PLANO PROPORCIONADO POR EL SOLICITANTE,FRANCISCO I. MADERO,"113",21.0193110639726,-101.85798601578,DF029.png,F029.jpg,POINT (-101.85798601578 21.0193110639726),"https://google.com/maps/place/21.0193110639726015,-101.85798601578",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"0101-92_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 109,BLVD. CAMPESTRE # 146,JARDINES DEL MORAL,Leon,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,220883.0,2340903.0,14,,"210853212310141152967",RESIDENCIAL ,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORESTE,"10.28 m CON PROPIEDAD PRIVADA",SUROESTE,"10.28 m CON BOULEVARD CAMPESTRE",SURESTE,"24.14 m CON PROPIEDAD PRIVADA",NOROESTE,"24.14 m CON LOCAL COMERCIAL",,,,,248.0,4500.0,1.0,1116000.0,,,,,,,,,,,,,,,,,248.0,1116000.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,NO TIENE,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,CORTINA DE ACERO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMEC|6000|50,50,0.975,10,248.0,6000.0,0.873,1299024.0,,,,,,,,,,,,,,,,,,,,,,,,,248.0,1299024.0,2415024.0,19118.94,100.0,24800.0,5740.0,17360.0,18480.0,23100.0,74.52,93.15,"BOULEVARD, CAMPESTRE, 146, COLONIA, JARDINES DEL MORAL, 37160, LEON, GUANAJUATO, entre calles, AVENIDA, CIRCUNVALACIÓN, BOULEVARD, ADOLFO LÓPEZ MATEOS, REF. SE UBICA A 20.00 M AL PONIENTE LA EMPRESA SOFIMEX,  21.148115,-101.687582",,srangelv,2019-04-08,PLANO PROPORCIONADO POR EL SOLICITANTE,BLVD. CAMPESTRE,"146",21.1481145535524,-101.687582436126,DF109.png,F109.jpg,POINT (220883 2340903),"https://google.com/maps/place/21.1481145535524,-101.687582436126",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"0101-185_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 223,COMUNICACIÓN NORTE # 110,UNIDAD HABITACIONAL RENOVACIÓN,Salamanca,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,270646.0,2274373.0,14,,"203315624510111598640",ECONÓMICA-POPULAR,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORTE,"7.96 m CON AVENIDA COMUNICACIÓN NORTE",SUR,"3 TRAMOS EN L.Q. DE OESTE A ESTE EN 2.87 m, QUIEBRA AL NORTE 1.41 m Y 6.06 m CON PROPIEDAD PRIVADA ",ESTE,"14.27 m CON PROPIEDAD PRIVADA ",OESTE,"3 TRAMOS EN L.Q. DE NORTE A SUR EN 5.60 m, QUIEBRA AL OESTE 0.97 m Y CONTINUA AL SUR EN 10.08 m CON PROPIEDAD PRIVADA ",,,,,126.0,3500.0,0.66,291060.0,,,,,,,,,,,,,,,,,126.0,291060.0,HABITACIONAL,MODERNO ECONÓMICO,TABIQUE,CONCRETO ARMADO,CONCRETO,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,ALUMINIO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMEC|6000|50,50,0.975,20,126.0,6000.0,0.705,532980.0,,,,,,,,,,,,,,,,,,,,,,,,,126.0,532980.0,824040.0,6523.65,120.0,15120.0,1960.0,10590.0,10040.0,12550.0,79.68,99.6,"AVENIDA, COMUNICACIÓN NORTE, 110, COLONIA, UNIDAD HABITACIONAL RENOVACIÓN, 36790, Salamanca, Guanajuato, entre calles, CALLE, COMUNICACIÓN PONIENTE , CALLE, COMUNICACIÓN ORIENTE, REF. A UN COSTADO DE LA PASTELERIA LA CHIQUITA, 20.554368524580156, -101.20003872419062",,dzamarripag,2019-03-12,PLANO PROPORCIONADO POR EL SOLICITANTE,COMUNICACIÓN NORTE,"110",20.554340151183226,-101.1999622428369,DF223.png,F223.jpg,POINT (-101.1999622428369 20.554340151183226),"https://google.com/maps/place/20.5543401511832258,-101.199962242836904",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"0101-148_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 183,BLVD. LA LUZ #3610,BRISAS DEL CAMPO,Leon,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,228255.0,2336769.0,14,,"210642886410136576000",RESIDENCIAL ,1,1,1,1,EMPEDRADO,1,1,"1",PLANA,NORTE,"10.34 m CON BOULEVARD LA LUZ",SUR,"10.34 m CON CALLE VÍA CAMPOS DE ARROZ",ORIENTE,"11.80 m CON LOCALES COMERCIALES",PONIENTE,"11.80 m CON LOCALES COMERCIALES",,,,,122.0,3000.0,1.0,366000.0,,,,,,,,,,,,,,,,,122.0,366000.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,NO TIENE,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,CORTINA DE ACERO,NO TIENE,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMEC|6000|50,50,0.975,8,122.0,6000.0,0.9,658800.0,,,,,,,,,,,,,,,,,,,,,,,,,122.0,658800.0,1024800.0,8113.0,202.0,24644.0,2440.0,17260.0,15760.0,19700.0,129.18,161.48,"BOULEVARD,  LA LUZ, 3610, COLONIA, BRISAS DEL CAMPO, 37297, LEON, GUANAJUATO, entre calles, CALLE, CAMPOS DE TRIGO, BOULEVARD, DELTA, REF. SE UBICA A 70.00 M AL NORTE EL FRACCIONAMIENTO EL CARMEN, 21.111913,-101.616000 ",,srangelv,2019-04-08,PLANO PROPORCIONADO POR EL SOLICITANTE,BLVD. LA LUZ,"3610",21.1119128999373,-101.616000024902,DF183.png,F183.jpg,POINT (228255 2336769),"https://google.com/maps/place/21.1119128999373,-101.616000024902",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"0101-109_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 130,HERÓICO COLEGIO MILITAR # 98,CENTRO,Valle de Santiago,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,271419.0,2256573.0,14,,"202337348810111249678",COMERCIAL DE 2DA,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORTE,"8.12 m CALLE HEROICO COLEGIO MILITAR",SUR,"9.49 m CON PROPIEDAD PRIVADA",ESTE,"25.74 m CON PROPIEDAD PRIVADA",OESTE,"3 TRAMOS EN LÍNEA QUEBRADA DE 24.26 m, 1.34 m Y 2.93 m CON PROPIEDAD PRIVADA ",,,,,245.0,3500.0,1.0,857500.0,,,,,,,,,,,,,,,,,245.0,857500.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CONCRETO ARMADO,CONCRETO,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,ALUMINIO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMEC|6000|50,50,0.975,6,245.0,6000.0,0.925,1359750.0,,,,,,,,,,,,,,,,,,,,,,,,,245.0,1359750.0,2217250.0,17553.23,63.0,15435.0,5270.0,10810.0,12864.0,16080.0,52.51,65.63,"CALLE, HEROICO COLEGIO MILITAR, 98, COLONIA, CENTRO, 38400, VALLE DE SANTIAGO, GUANAJUATO, entre calles. CALLE, PETROLEOS, CALLE, EMILIANO ZAPATA, ref. CASI FRENTE A LA CASA AGRARIA, 20.393708, -101.190269",La edad de las construcciones se calcula en base a la última remodelación estimada,amendozaa,2019-04-04,PLANO PROPORCIONADO POR EL SOLICITANTE,HERÓICO COLEGIO MILITAR,"98",20.3937080036046,-101.190268858911,DF130.png,F130.jpg,POINT (271419 2256573),"https://google.com/maps/place/20.3937080036046,-101.190268858911",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"0101-02_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 003,HIDALGO # 825,CENTRO,Acambaro,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,319950.0,2215814.0,14,,"200150806610043169269",COMERCIAL DE 2DA,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORTE,"32.48 m CON PROPIEDAD PRIVADA",SUR,"32.48 m CON PROPIEDAD PRIVADA",ORIENTE,"5.90 m AVENIDA MIGUEL HIDALGO",PONIENTE,"5.90 m CON PROPIEDAD PRIVADA",,,,,192.0,8000.0,1.0,1536000.0,,,,,,,,,,,,,,,,,192.0,1536000.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,NO TIENE,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,CORTINA DE ACERO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,PINTURA,PINTURA,BLANCOS,CMME|7510|60,60,0.975,10,192.0,7510.0,0.896,1291960.32,,,,,,,,,,,,,,,,,,,,,,,,,192.0,1291960.32,2827960.32,22388.02,147.0,28224.0,6720.0,19760.0,21184.0,26480.0,110.33,137.92,"AVENIDA,   MIGUEL HIDALGO, 825, COLONIA, CENTRO, 38600, ACAMBARO, GUANAJUATO,entre calles,CALLE, GUADALUPE VICTORIA, CALLE, JUAN ALDAMA, REF. A 20.00 METROS AL NORTE SE UBICA EL MERCADO HIDALGO.
20.030780,-100.721369",LA EDAD DE LAS CONSTRUCCIONES SE CALCULA EN BASE A LA ÚLTIMA REMODELACIÓN ESTIMADA,dzamarripag,2019-03-07,PLANO PROPORCIONADO POR EL SOLICITANTE, AVENIDA MIGUEL HIDALGO,"825",20.0307796298516,-100.721368584245,DF003.png,F003.jpg,POINT (-100.721368584245 20.0307796298516),"https://google.com/maps/place/20.030779629851601,-100.721368584244999",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"0101-154_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 189,CALZADA DE LOS INSURGENTES 497,BARRIO DE SANTA ANITA,Irapuato,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,,,14,,,,1,1,1,1,CONCRETO,1,1,,PLANA,NORTE,,SUR,,ESTE,,OESTE,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,TABIQUE,CONCRETO ARMADO,CONCRETO,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,ALUMINIO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANO PROPORCIONADO POR EL SOLICITANTE,CALZADA DE LOS INSURGENTES ,"497",,,DF189.png,F189.jpg,,"https://google.com/maps/place/,",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"0101-71_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 086,BLVD. JOSEFA ORTIZ DE DOMÍNGUEZ # 619-1 (PAPEL 3),CENTRO,San Francisco del Rincon,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,,,14,,,,1,1,1,1,CONCRETO,1,1,,PLANA,NORTE,,SUR,,ESTE,,OESTE,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,TABIQUE,CONCRETO ARMADO,CONCRETO,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,ALUMINIO,ALUMINIO,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lbocanegraa,,PLANO PROPORCIONADO POR EL SOLICITANTE,BLVD. JOSEFA ORTIZ DE DOMÍNGUEZ,"619-1 (PAPEL 3)",,,DF086.png,F086.jpg,,"https://google.com/maps/place/,",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"0101-138_19",INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,DI/GACI/014-2019,2019-01-24,ESTIMAR EL VALOR COMERCIAL,JUSTIPRECIACIÓN DE RENTA,FARMACIA 172,FRANCISCO JUÁREZ # 818,LOS ÁNGELES,Celaya,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE GUANAJUATO,309558.0,2271094.0,14,,"203144628610049354864",COMERCIAL DE 3RA,1,1,1,1,CONCRETO,1,1,"1",PLANA,NORTE,"16.55 m CON PROPIEDAD PRIVADA",SUR,"16.55 m CON INSTITUTO ÁGORA",ORIENTE,"8.20 m CON CALLE FRANCISCO JUÁREZ",PONIENTE,"8.20 m CON PROPIEDAD PRIVADA",,,,,123.0,4700.0,1.0,578100.0,,,,,,,,,,,,,,,,,123.0,578100.0,COMERCIAL,MODERNO ECONÓMICO,TABIQUE,CADENAS Y CASTILLOS,CONCRETO,LOSA DE CONCRETO,CERÁMICOS ECONÓMICOS,CORTINA DE ACERO,NO TIENE,NO TIENE,OCULTA,OCULTA,NO TIENE,APLANADO,APLANADO,BLANCOS,CMME|7510|60,60,0.99,13,123.0,7510.0,0.874,807340.02,,,,,,,,,,,,,,,,,,,,,,,,,123.0,807340.02,1385440.02,10968.07,150.0,18450.0,3300.0,12920.0,12976.0,16220.0,105.5,131.87,"CALLE, FRANCISCO JUÁREZ, 818, COLONIA, LOS ÁNGELES, 38040, CELAYA, GUANAJUATO, entre calles, CALLE, MARIANO JIMÉNEZ, CALLE, LOS AZTECAZ, REF. SE UBICA A 100.00 M AL SUR EL COLEGIO MÉXICO., 20.529064, -100.826524",,dzamarripag,2019-03-26,PLANO PROPORCIONADO POR EL SOLICITANTE,FRANCISCO JUÁREZ,"818",20.529063517634,-100.826524004394,DF172.png,F172.jpg,POINT (309558 2271094),"https://google.com/maps/place/20.529063517634,-100.826524004394",Lic. Aurora Orozco Sánchez,Gerente de Administración y Comercialización de Inmuebles,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
